jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,element_code,year,state,state_abbrev
1262,1056,794,499,181,17,6,8,53,374,861,1292,25,2022,Nebraska,NE
1206,1015,913,435,128,22,14,9,46,359,698,953,25,2023,Nebraska,NE
1396,730,723,385,167,17,13,12,44,235,704,1024,25,2024,Nebraska,NE
1305,1186,624,409,190,18,7,14,65,244,683,1015,25,2025,Nebraska,NE
704,546,332,284,59,37,5,4,33,209,438,772,25,1997,Nevada,NV
658,623,475,370,210,58,0,2,31,240,490,744,25,1998,Nevada,NV
635,537,415,388,130,34,3,9,33,131,350,685,25,1999,Nevada,NV
630,497,443,181,83,17,3,3,43,206,628,642,25,2000,Nevada,NV
766,621,376,296,49,23,3,2,25,122,403,774,25,2001,Nevada,NV
751,529,511,209,112,20,0,7,33,214,436,710,25,2002,Nevada,NV
493,572,415,341,95,16,0,3,26,91,579,711,25,2003,Nevada,NV
734,641,256,228,97,22,0,6,41,215,548,698,25,2004,Nevada,NV
689,555,440,307,102,50,0,3,54,174,400,688,25,2005,Nevada,NV
661,527,586,271,76,15,0,7,38,218,427,742,25,2006,Nevada,NV
821,516,307,218,74,20,0,3,48,203,365,821,25,2007,Nevada,NV
820,571,428,282,132,28,0,2,29,161,352,784,25,2008,Nevada,NV
638,571,460,289,59,37,0,6,17,240,421,850,25,2009,Nevada,NV
699,547,481,344,210,33,0,8,32,157,515,628,25,2010,Nevada,NV
700,633,449,307,193,45,3,3,19,164,533,774,25,2011,Nevada,NV
638,548,421,216,82,30,0,0,18,144,371,728,25,2012,Nevada,NV
845,602,331,225,99,18,0,4,35,249,436,787,25,2013,Nevada,NV
564,447,364,222,89,23,0,7,24,113,413,646,25,2014,Nevada,NV
586,366,269,246,126,8,4,3,25,103,562,778,25,2015,Nevada,NV
732,432,354,223,121,15,2,3,37,144,370,752,25,2016,Nevada,NV
769,485,313,250,96,19,0,0,39,180,328,622,25,2017,Nevada,NV
548,570,469,197,86,22,0,2,29,201,465,701,25,2018,Nevada,NV
682,722,468,206,190,31,2,3,48,276,419,723,25,2019,Nevada,NV
658,532,484,235,79,30,0,0,18,109,430,699,25,2020,Nevada,NV
686,535,507,202,90,5,0,3,25,226,302,703,25,2021,Nevada,NV
684,565,392,249,120,24,0,0,14,118,609,727,25,2022,Nevada,NV
793,659,631,263,92,41,0,4,39,153,438,586,25,2023,Nevada,NV
683,536,479,248,108,10,0,4,24,101,533,560,25,2024,Nevada,NV
737,446,414,224,74,15,0,3,22,171,312,487,25,2025,Nevada,NV
1406,1076,1132,743,465,76,32,62,235,607,930,1194,25,1997,New Hampshire,NH
1244,1004,962,600,222,102,19,33,168,521,831,1042,25,1998,New Hampshire,NH
1391,1094,995,635,285,30,8,57,116,617,701,1131,25,1999,New Hampshire,NH
1434,1137,875,673,347,95,62,74,237,552,834,1368,25,2000,New Hampshire,NH
1395,1186,1132,681,287,52,52,15,183,504,753,1033,25,2001,New Hampshire,NH
1147,1076,1005,584,407,114,15,17,113,624,916,1267,25,2002,New Hampshire,NH
1609,1317,1090,756,377,83,15,21,176,594,790,1213,25,2003,New Hampshire,NH
1631,1184,969,637,280,128,32,42,175,555,836,1247,25,2004,New Hampshire,NH
1467,1154,1149,590,480,31,10,22,117,485,825,1267,25,2005,New Hampshire,NH
1157,1155,1035,586,332,59,2,66,220,565,690,997,25,2006,New Hampshire,NH
1283,1346,1092,739,296,79,30,42,161,390,904,1309,25,2007,New Hampshire,NH
1299,1161,1114,605,383,59,11,70,178,584,855,1215,25,2008,New Hampshire,NH
1582,1167,1040,580,323,130,58,27,249,636,715,1254,25,2009,New Hampshire,NH
1325,1077,829,514,231,67,1,36,130,543,829,1249,25,2010,New Hampshire,NH
1458,1259,1057,632,266,88,8,35,117,492,716,1057,25,2011,New Hampshire,NH
1259,1020,765,581,231,88,8,18,197,448,883,1089,25,2012,New Hampshire,NH
1334,1135,1021,647,298,66,1,56,202,501,919,1290,25,2013,New Hampshire,NH
1462,1275,1283,667,317,74,14,70,193,448,903,1089,25,2014,New Hampshire,NH
1507,1546,1225,689,179,127,20,23,87,577,726,893,25,2015,New Hampshire,NH
1256,1068,872,696,296,74,10,18,125,501,783,1222,25,2016,New Hampshire,NH
1177,1033,1179,540,366,77,24,64,95,319,869,1357,25,2017,New Hampshire,NH
1403,1026,1031,767,217,96,2,12,113,586,976,1197,25,2018,New Hampshire,NH
1400,1185,1110,630,388,95,2,41,197,502,965,1210,25,2019,New Hampshire,NH
1190,1094,911,724,329,52,1,29,171,522,762,1121,25,2020,New Hampshire,NH
1255,1204,961,597,292,28,33,13,124,372,835,1074,25,2021,New Hampshire,NH
1499,1120,978,632,226,91,9,9,183,482,730,1106,25,2022,New Hampshire,NH
1071,1097,969,562,342,92,1,58,106,362,906,969,25,2023,New Hampshire,NH
1208,1015,882,624,218,31,1,41,146,489,717,1210,25,2024,New Hampshire,NH
1395,1242,929,605,291,50,2,45,140,462,868,1336,25,2025,New Hampshire,NH
1094,770,756,507,264,24,0,8,81,353,704,915,25,1997,New Jersey,NJ
833,740,688,390,110,21,0,0,33,322,622,786,25,1998,New Jersey,NJ
1016,843,787,437,172,5,0,0,39,388,508,866,25,1999,New Jersey,NJ
1103,850,615,469,139,9,6,8,80,332,670,1130,25,2000,New Jersey,NJ
1108,859,847,419,145,6,5,0,72,317,501,755,25,2001,New Jersey,NJ
885,758,703,347,211,8,0,0,33,362,668,1000,25,2002,New Jersey,NJ
1217,1046,753,508,264,32,0,0,46,394,509,931,25,2003,New Jersey,NJ
1272,909,702,403,73,18,0,4,36,368,572,931,25,2004,New Jersey,NJ
1107,877,882,382,276,0,0,0,14,292,544,1027,25,2005,New Jersey,NJ
835,875,734,361,150,8,0,0,82,369,476,735,25,2006,New Jersey,NJ
897,1079,767,506,120,6,0,3,33,148,662,933,25,2007,New Jersey,NJ
968,857,742,371,245,0,0,7,38,380,651,903,25,2008,New Jersey,NJ
1204,854,766,386,153,27,4,0,75,380,486,966,25,2009,New Jersey,NJ
1062,954,595,297,99,0,0,0,24,301,613,1073,25,2010,New Jersey,NJ
1187,879,753,352,107,5,0,0,24,303,501,778,25,2011,New Jersey,NJ
935,743,485,385,81,8,0,0,43,278,716,776,25,2012,New Jersey,NJ
981,917,828,417,161,5,0,5,79,268,678,920,25,2013,New Jersey,NJ
1229,1017,938,453,136,6,0,6,41,267,707,830,25,2014,New Jersey,NJ
1173,1217,923,418,66,9,0,0,11,341,475,552,25,2015,New Jersey,NJ
1057,828,573,437,176,6,0,0,17,281,561,906,25,2016,New Jersey,NJ
909,711,829,288,185,7,0,5,27,179,637,1000,25,2017,New Jersey,NJ
1133,737,842,528,80,8,0,0,17,296,691,860,25,2018,New Jersey,NJ
1054,866,810,324,128,8,0,0,26,242,724,908,25,2019,New Jersey,NJ
877,741,595,503,205,4,0,0,45,276,488,881,25,2020,New Jersey,NJ
989,941,669,384,165,4,0,0,26,170,655,754,25,2021,New Jersey,NJ
1149,845,675,429,113,11,0,0,37,356,536,931,25,2022,New Jersey,NJ
754,744,720,304,200,26,0,3,33,229,664,741,25,2023,New Jersey,NJ
955,787,603,383,101,0,0,0,44,257,492,950,25,2024,New Jersey,NJ
1149,894,610,363,140,4,0,6,29,297,622,1046,25,2025,New Jersey,NJ
962,746,513,448,129,31,4,8,32,325,666,1020,25,1997,New Mexico,NM
847,752,643,473,135,27,2,8,25,282,559,842,25,1998,New Mexico,NM
775,608,523,408,165,33,4,12,70,286,502,938,25,1999,New Mexico,NM
785,578,571,267,66,16,1,3,32,319,810,888,25,2000,New Mexico,NM
1002,689,600,310,100,15,1,9,40,238,560,925,25,2001,New Mexico,NM
873,755,620,217,111,7,2,3,58,343,655,925,25,2002,New Mexico,NM
742,702,592,344,102,27,0,3,52,183,590,861,25,2003,New Mexico,NM
859,810,445,380,107,22,5,16,77,315,680,897,25,2004,New Mexico,NM
752,668,640,370,124,27,1,10,40,284,574,849,25,2005,New Mexico,NM
823,662,573,253,76,9,1,12,131,332,563,931,25,2006,New Mexico,NM
1022,691,517,369,160,21,2,2,41,254,542,908,25,2007,New Mexico,NM
984,683,588,376,161,18,4,8,75,293,594,841,25,2008,New Mexico,NM
819,629,517,370,90,33,1,7,75,350,580,997,25,2009,New Mexico,NM
952,790,653,343,164,12,2,6,27,240,670,738,25,2010,New Mexico,NM
942,811,454,269,178,13,0,1,50,283,629,1022,25,2011,New Mexico,NM
805,719,518,245,100,6,1,3,46,250,537,882,25,2012,New Mexico,NM
1010,788,532,335,131,7,3,6,50,364,645,922,25,2013,New Mexico,NM
868,598,548,352,165,14,2,13,36,226,649,822,25,2014,New Mexico,NM
889,627,501,349,196,14,5,5,24,214,622,886,25,2015,New Mexico,NM
932,614,481,352,175,8,0,16,48,169,531,808,25,2016,New Mexico,NM
834,551,399,313,160,10,1,10,45,248,418,790,25,2017,New Mexico,NM
844,622,525,265,72,6,1,4,36,315,687,887,25,2018,New Mexico,NM
898,727,547,307,206,28,1,2,25,358,625,851,25,2019,New Mexico,NM
849,712,496,298,74,12,0,1,60,239,504,921,25,2020,New Mexico,NM
905,733,593,316,109,9,2,5,27,277,501,710,25,2021,New Mexico,NM
885,808,603,268,79,12,0,8,27,325,729,840,25,2022,New Mexico,NM
895,758,620,356,115,31,0,2,31,219,568,808,25,2023,New Mexico,NM
890,626,567,328,123,6,2,2,35,147,631,739,25,2024,New Mexico,NM
1035,547,521,315,145,13,2,2,49,194,468,641,25,2025,New Mexico,NM
1211,891,912,596,354,33,10,23,126,430,779,1000,25,1997,New York,NY
986,850,802,489,151,47,8,9,70,376,681,865,25,1998,New York,NY
1174,936,900,518,205,13,1,18,64,440,575,964,25,1999,New York,NY
1240,958,726,572,212,41,25,23,125,404,738,1228,25,2000,New York,NY
1185,987,982,512,203,26,17,3,102,361,551,838,25,2001,New York,NY
964,867,826,457,314,33,2,5,55,449,735,1085,25,2002,New York,NY
1365,1157,890,606,303,58,5,5,85,460,611,1006,25,2003,New York,NY
1423,1042,822,512,168,55,9,19,68,407,664,1033,25,2004,New York,NY
1255,998,1008,478,351,6,1,3,44,358,617,1103,25,2005,New York,NY
941,985,874,469,225,30,1,13,126,432,552,815,25,2006,New York,NY
1047,1190,923,602,194,23,11,9,64,216,739,1045,25,2007,New York,NY
1068,995,908,433,316,13,3,27,76,449,722,1010,25,2008,New York,NY
1351,975,870,479,236,64,19,9,123,458,567,1065,25,2009,New York,NY
1181,1014,700,380,153,20,1,8,66,375,678,1143,25,2010,New York,NY
1283,1040,883,495,171,25,1,11,53,361,550,870,25,2011,New York,NY
1030,845,578,486,131,30,1,8,87,323,758,881,25,2012,New York,NY
1101,1016,921,532,209,31,1,19,123,330,763,1035,25,2013,New York,NY
1309,1131,1076,544,199,25,8,21,82,316,753,915,25,2014,New York,NY
1300,1374,1053,531,119,43,6,9,29,406,545,645,25,2015,New York,NY
1111,924,691,566,227,30,1,2,47,331,616,994,25,2016,New York,NY
994,833,971,390,260,32,5,20,55,213,710,1122,25,2017,New York,NY
1240,848,932,673,130,39,1,3,42,387,783,960,25,2018,New York,NY
1201,985,932,482,246,41,1,13,79,328,810,1007,25,2019,New York,NY
987,895,719,609,271,22,0,5,89,358,567,954,25,2020,New York,NY
1109,1049,792,480,238,10,6,3,58,222,713,837,25,2021,New York,NY
1287,982,813,528,163,36,3,4,76,381,595,981,25,2022,New York,NY
884,877,838,408,260,48,2,18,63,274,732,802,25,2023,New York,NY
1046,870,712,483,148,12,2,11,69,317,568,1017,25,2024,New York,NY
1215,1023,727,471,220,13,0,18,67,348,713,1133,25,2025,New York,NY
762,531,343,309,121,13,0,1,18,201,551,733,25,1997,North Carolina,NC
649,546,490,198,32,1,0,0,2,159,397,563,25,1998,North Carolina,NC
626,562,563,149,71,3,0,0,27,223,321,668,25,1999,North Carolina,NC
809,541,364,245,29,2,0,0,24,189,522,935,25,2000,North Carolina,NC
794,518,549,162,56,3,0,0,35,244,312,535,25,2001,North Carolina,NC
700,576,441,109,72,2,0,0,7,149,507,763,25,2002,North Carolina,NC
880,660,392,225,67,7,0,0,22,212,290,765,25,2003,North Carolina,NC
836,694,411,189,16,2,0,1,17,149,365,717,25,2004,North Carolina,NC
682,589,544,218,102,3,0,0,4,151,391,777,25,2005,North Carolina,NC
577,634,462,120,91,3,0,0,30,248,409,561,25,2006,North Carolina,NC
648,722,349,227,59,2,1,0,5,89,465,549,25,2007,North Carolina,NC
777,530,441,202,79,1,0,0,13,242,535,595,25,2008,North Carolina,NC
814,614,488,191,45,1,1,0,18,217,376,765,25,2009,North Carolina,NC
875,784,478,129,26,0,0,0,4,163,454,969,25,2010,North Carolina,NC
887,536,450,130,43,1,0,0,13,230,382,565,25,2011,North Carolina,NC
661,536,233,181,24,4,0,0,17,198,559,542,25,2012,North Carolina,NC
651,649,644,189,77,2,0,1,19,169,521,611,25,2013,North Carolina,NC
921,607,605,182,36,1,1,1,10,154,577,621,25,2014,North Carolina,NC
795,837,443,162,30,1,0,0,10,192,330,350,25,2015,North Carolina,NC
825,609,290,188,65,1,0,0,2,123,395,656,25,2016,North Carolina,NC
615,396,458,88,44,3,0,0,17,130,448,697,25,2017,North Carolina,NC
900,378,573,261,13,1,0,0,1,136,513,629,25,2018,North Carolina,NC
714,478,502,139,13,3,0,0,1,96,536,582,25,2019,North Carolina,NC
601,504,300,222,104,3,0,0,19,127,317,707,25,2020,North Carolina,NC
749,642,379,195,69,2,0,0,14,100,508,446,25,2021,North Carolina,NC
813,529,369,188,32,1,0,0,17,251,357,729,25,2022,North Carolina,NC
574,387,399,159,89,12,0,0,11,162,444,589,25,2023,North Carolina,NC
723,504,357,136,29,1,0,0,11,158,313,665,25,2024,North Carolina,NC
908,533,348,99,47,1,0,1,15,198,406,716,25,2025,North Carolina,NC
1977,1378,1339,855,422,68,44,58,177,609,1200,1249,25,1997,North Dakota,ND
1702,1054,1320,538,268,185,31,25,143,602,1093,1488,25,1998,North Dakota,ND
1822,1195,1058,663,339,133,39,59,343,672,838,1273,25,1999,North Dakota,ND
1655,1208,927,701,313,176,35,47,262,578,1281,1945,25,2000,North Dakota,ND
1507,1676,1187,668,295,132,29,28,227,706,832,1462,25,2001,North Dakota,ND
1503,1153,1501,801,508,86,19,73,200,934,1082,1382,25,2002,North Dakota,ND
1700,1591,1310,608,371,141,34,17,260,532,1351,1397,25,2003,North Dakota,ND
1915,1399,1088,651,470,201,65,155,206,639,955,1434,25,2004,North Dakota,ND
1834,1276,1134,543,426,97,33,74,188,602,1012,1469,25,2005,North Dakota,ND
1235,1427,1171,499,305,91,12,39,285,770,1097,1347,25,2006,North Dakota,ND
1611,1625,1023,727,299,90,15,79,230,571,1076,1645,25,2007,North Dakota,ND
1745,1557,1216,751,430,168,41,45,259,632,1067,1871,25,2008,North Dakota,ND
1893,1513,1401,768,423,166,99,97,126,831,858,1784,25,2009,North Dakota,ND
1730,1567,1028,524,385,125,41,39,322,524,1132,1728,25,2010,North Dakota,ND
1845,1542,1425,767,435,137,23,42,227,507,1033,1305,25,2011,North Dakota,ND
1410,1235,773,575,315,88,10,57,233,732,1131,1613,25,2012,North Dakota,ND
1680,1381,1484,1011,367,120,47,42,149,718,1168,1878,25,2013,North Dakota,ND
1782,1676,1326,803,359,133,66,61,234,572,1343,1457,25,2014,North Dakota,ND
1533,1607,1000,617,397,97,32,51,146,530,971,1369,25,2015,North Dakota,ND
1583,1125,894,698,279,85,38,50,212,581,770,1688,25,2016,North Dakota,ND
1669,1245,1170,664,331,99,20,87,222,611,1165,1545,25,2017,North Dakota,ND
1664,1668,1250,951,200,63,37,54,304,805,1277,1385,25,2018,North Dakota,ND
1737,1891,1387,698,474,111,37,86,223,841,1173,1543,25,2019,North Dakota,ND
1634,1353,1111,825,398,68,28,39,256,843,1000,1305,25,2020,North Dakota,ND
1380,1664,908,729,383,43,12,39,142,503,983,1587,25,2021,North Dakota,ND
1781,1579,1197,939,379,99,27,37,173,590,1248,1807,25,2022,North Dakota,ND
1633,1439,1592,920,202,44,64,50,147,651,1024,1191,25,2023,North Dakota,ND
1630,1063,1204,629,348,130,25,63,97,469,1066,1463,25,2024,North Dakota,ND
1715,1657,1019,687,287,110,40,54,140,490,972,1596,25,2025,North Dakota,ND
1221,857,744,571,349,32,5,31,114,380,787,979,25,1997,Ohio,OH
916,744,731,425,110,28,4,4,42,345,633,871,25,1998,Ohio,OH
1149,849,929,379,159,15,0,19,82,391,567,994,25,1999,Ohio,OH
1206,836,635,470,148,21,16,21,108,301,751,1348,25,2000,Ohio,OH
1165,876,901,348,172,32,4,5,126,352,506,850,25,2001,Ohio,OH
959,847,809,384,283,13,0,2,37,413,742,1064,25,2002,Ohio,OH
1358,1123,757,408,218,61,6,6,116,434,558,999,25,2003,Ohio,OH
1301,984,706,432,120,39,7,28,64,362,599,1047,25,2004,Ohio,OH
1117,916,930,400,292,7,0,2,43,344,623,1174,25,2005,Ohio,OH
821,946,821,340,217,41,0,4,129,454,626,830,25,2006,Ohio,OH
1001,1281,670,507,130,18,10,2,47,193,697,994,25,2007,Ohio,OH
1112,1037,892,374,276,14,2,16,54,409,753,1058,25,2008,Ohio,OH
1378,947,718,425,181,32,23,12,86,465,569,1071,25,2009,Ohio,OH
1247,1108,716,308,138,9,0,1,65,335,692,1248,25,2010,Ohio,OH
1296,976,804,400,165,18,0,8,90,386,541,875,25,2011,Ohio,OH
1028,841,428,455,89,18,0,11,107,397,761,850,25,2012,Ohio,OH
1077,1013,943,442,140,25,2,16,87,343,784,1031,25,2013,Ohio,OH
1403,1180,987,419,170,16,17,13,97,371,850,927,25,2014,Ohio,OH
1267,1353,916,413,109,22,6,16,33,340,532,667,25,2015,Ohio,OH
1171,887,587,460,208,14,0,0,29,249,575,1058,25,2016,Ohio,OH
952,694,773,272,203,20,0,18,66,257,700,1117,25,2017,Ohio,OH
1240,801,902,609,72,13,0,0,25,341,834,928,25,2018,Ohio,OH
1174,904,885,393,151,29,0,9,24,279,830,893,25,2019,Ohio,OH
936,908,639,526,237,17,0,7,83,366,558,973,25,2020,Ohio,OH
1059,1120,636,413,228,11,2,0,51,184,736,773,25,2021,Ohio,OH
1276,966,688,497,131,16,0,6,74,404,636,1004,25,2022,Ohio,OH
884,745,766,392,219,49,1,14,66,297,686,767,25,2023,Ohio,OH
1090,735,637,321,99,11,0,4,36,286,540,944,25,2024,Ohio,OH
1327,982,619,397,220,7,0,16,57,314,716,1099,25,2025,Ohio,OH
887,608,417,308,68,2,0,2,14,150,565,809,25,1997,Oklahoma,OK
762,564,569,243,12,0,0,0,0,116,372,744,25,1998,Oklahoma,OK
789,443,507,164,49,2,0,0,36,148,264,680,25,1999,Oklahoma,OK
768,482,383,207,20,6,0,0,9,102,642,1084,25,2000,Oklahoma,OK
912,664,570,102,29,0,0,0,30,175,323,689,25,2001,Oklahoma,OK
775,658,563,146,64,0,0,0,12,266,524,740,25,2002,Oklahoma,OK
878,749,482,156,34,6,0,0,48,132,431,697,25,2003,Oklahoma,OK
807,724,338,173,18,2,0,6,15,111,426,723,25,2004,Oklahoma,OK
792,551,455,174,43,0,0,0,6,136,370,831,25,2005,Oklahoma,OK
561,669,368,69,18,0,0,0,39,166,414,714,25,2006,Oklahoma,OK
922,716,240,275,26,1,0,0,14,106,413,828,25,2007,Oklahoma,OK
825,677,445,224,33,0,0,0,35,177,441,818,25,2008,Oklahoma,OK
872,502,400,211,64,0,0,2,35,320,336,939,25,2009,Oklahoma,OK
937,815,495,134,37,0,0,0,11,136,416,796,25,2010,Oklahoma,OK
937,716,404,131,45,0,0,0,32,142,437,751,25,2011,Oklahoma,OK
687,580,215,95,9,0,0,0,12,189,389,692,25,2012,Oklahoma,OK
771,664,550,305,56,0,0,0,8,174,543,929,25,2013,Oklahoma,OK
908,808,582,185,29,0,0,0,16,93,618,710,25,2014,Oklahoma,OK
851,778,444,140,59,0,0,2,7,122,400,611,25,2015,Oklahoma,OK
838,498,337,142,61,0,0,0,9,58,288,808,25,2016,Oklahoma,OK
741,411,303,145,50,0,0,2,16,140,363,751,25,2017,Oklahoma,OK
880,670,395,336,2,0,0,0,13,178,609,744,25,2018,Oklahoma,OK
840,694,549,155,45,1,0,0,0,244,551,663,25,2019,Oklahoma,OK
702,641,316,223,56,0,0,1,32,220,341,732,25,2020,Oklahoma,OK
787,948,352,228,69,0,0,0,6,100,412,444,25,2021,Oklahoma,OK
870,733,450,159,21,0,0,0,9,142,518,767,25,2022,Oklahoma,OK
699,583,465,203,30,0,0,0,7,136,411,616,25,2023,Oklahoma,OK
975,432,335,120,18,0,0,0,12,49,348,619,25,2024,Oklahoma,OK
948,725,290,138,48,0,0,0,13,67,308,621,25,2025,Oklahoma,OK
819,685,654,542,220,214,71,34,128,458,572,835,25,1997,Oregon,OR
748,649,634,510,432,193,26,32,94,439,637,888,25,1998,Oregon,OR
787,725,735,560,455,237,90,60,131,376,541,774,25,1999,Oregon,OR
856,656,706,444,370,134,83,73,159,425,764,798,25,2000,Oregon,OR
803,722,625,591,277,247,84,49,119,421,599,828,25,2001,Oregon,OR
836,661,740,506,409,157,37,66,135,442,582,755,25,2002,Oregon,OR
654,677,611,582,363,113,23,40,101,319,738,792,25,2003,Oregon,OR
831,663,538,428,337,145,29,29,201,396,664,757,25,2004,Oregon,OR
777,654,561,520,311,247,39,31,196,394,694,837,25,2005,Oregon,OR
747,715,736,501,304,125,28,65,129,440,664,818,25,2006,Oregon,OR
895,663,565,523,332,202,33,68,195,482,668,868,25,2007,Oregon,OR
939,678,752,638,342,241,54,57,132,427,555,915,25,2008,Oregon,OR
812,702,757,551,317,159,22,54,115,473,660,945,25,2009,Oregon,OR
681,602,652,576,464,255,64,72,154,396,692,791,25,2010,Oregon,OR
780,767,706,654,486,249,110,54,85,398,696,872,25,2011,Oregon,OR
796,705,746,492,376,259,75,34,107,392,597,846,25,2012,Oregon,OR
890,691,622,496,311,142,29,40,153,459,645,941,25,2013,Oregon,OR
741,718,592,473,274,181,18,23,92,268,640,720,25,2014,Oregon,OR
673,520,481,511,283,52,19,27,168,254,707,800,25,2015,Oregon,OR
784,551,612,353,274,130,73,28,178,421,516,963,25,2016,Oregon,OR
969,711,639,559,296,142,35,11,109,429,641,829,25,2017,Oregon,OR
704,733,699,501,253,161,19,34,176,368,608,801,25,2018,Oregon,OR
751,862,700,470,286,142,65,32,185,534,620,779,25,2019,Oregon,OR
742,688,707,459,306,180,49,36,85,353,668,769,25,2020,Oregon,OR
752,734,699,446,324,59,16,30,131,458,569,850,25,2021,Oregon,OR
778,688,599,621,434,169,22,12,83,248,774,863,25,2022,Oregon,OR
808,768,810,569,228,137,23,15,156,360,628,682,25,2023,Oregon,OR
781,649,656,513,366,146,11,46,104,358,677,734,25,2024,Oregon,OR
818,744,624,448,320,119,23,15,86,445,544,654,25,2025,Oregon,OR
1173,840,792,554,324,36,7,26,123,403,779,975,25,1997,Pennsylvania,PA
896,772,736,418,117,36,7,7,52,373,663,853,25,1998,Pennsylvania,PA
1106,888,882,451,181,21,0,14,78,443,562,951,25,1999,Pennsylvania,PA
1166,899,646,480,157,23,21,23,124,369,749,1252,25,2000,Pennsylvania,PA
1168,893,917,433,186,25,15,4,121,370,541,835,25,2001,Pennsylvania,PA
951,825,767,392,260,18,1,4,52,431,731,1099,25,2002,Pennsylvania,PA
1308,1106,801,484,260,55,7,5,93,460,561,1010,25,2003,Pennsylvania,PA
1334,994,738,445,90,41,8,18,62,412,614,1003,25,2004,Pennsylvania,PA
1144,928,947,408,308,8,1,3,39,341,611,1135,25,2005,Pennsylvania,PA
876,941,794,387,207,32,1,7,128,435,572,810,25,2006,Pennsylvania,PA
981,1185,800,552,148,17,11,6,54,197,721,989,25,2007,Pennsylvania,PA
1053,968,821,380,294,12,4,25,69,446,729,999,25,2008,Pennsylvania,PA
1299,931,783,425,188,41,20,8,107,451,554,1057,25,2009,Pennsylvania,PA
1153,1048,653,337,140,10,0,6,60,372,683,1163,25,2010,Pennsylvania,PA
1265,951,820,392,133,16,0,10,56,391,563,861,25,2011,Pennsylvania,PA
1021,815,508,461,93,27,0,8,88,357,779,854,25,2012,Pennsylvania,PA
1058,996,902,442,184,19,1,21,111,323,769,1006,25,2013,Pennsylvania,PA
1345,1117,1006,477,176,20,9,25,81,331,794,909,25,2014,Pennsylvania,PA
1250,1296,973,444,91,22,5,12,32,400,540,640,25,2015,Pennsylvania,PA
1168,912,616,484,213,18,1,1,35,314,627,986,25,2016,Pennsylvania,PA
974,741,862,300,221,24,3,22,64,238,719,1085,25,2017,Pennsylvania,PA
1230,806,928,590,94,25,1,3,31,341,785,926,25,2018,Pennsylvania,PA
1142,922,877,364,138,33,0,9,45,302,800,958,25,2019,Pennsylvania,PA
958,816,642,541,246,20,0,4,88,345,556,970,25,2020,Pennsylvania,PA
1051,1018,699,420,217,13,3,2,56,208,738,806,25,2021,Pennsylvania,PA
1241,920,735,491,143,25,1,5,76,439,616,1015,25,2022,Pennsylvania,PA
845,768,782,351,243,51,1,12,66,302,725,806,25,2023,Pennsylvania,PA
1033,806,658,385,118,11,1,8,65,325,570,1008,25,2024,Pennsylvania,PA
1271,963,639,399,189,10,0,21,56,363,698,1117,25,2025,Pennsylvania,PA
1138,829,877,582,341,39,0,15,100,437,744,980,25,1997,Rhode Island,RI
952,812,778,498,176,55,0,5,62,381,672,846,25,1998,Rhode Island,RI
1097,885,812,501,213,13,0,9,51,422,555,908,25,1999,Rhode Island,RI
1187,896,704,567,247,36,14,17,107,397,684,1147,25,2000,Rhode Island,RI
1147,955,921,525,200,12,16,0,80,353,543,818,25,2001,Rhode Island,RI
939,843,797,450,301,59,0,0,49,431,702,1032,25,2002,Rhode Island,RI
1286,1114,874,624,341,66,0,0,66,443,594,939,25,2003,Rhode Island,RI
1389,955,840,507,205,55,7,11,77,412,675,980,25,2004,Rhode Island,RI
1200,972,983,495,400,17,0,0,39,341,597,1048,25,2005,Rhode Island,RI
899,963,859,489,253,26,0,10,115,403,519,784,25,2006,Rhode Island,RI
998,1109,877,606,197,32,0,7,57,227,717,1042,25,2007,Rhode Island,RI
1032,930,840,471,300,11,0,20,77,428,690,936,25,2008,Rhode Island,RI
1290,924,862,468,230,79,11,0,118,443,516,1020,25,2009,Rhode Island,RI
1135,944,663,390,149,12,0,7,51,356,651,1076,25,2010,Rhode Island,RI
1234,1014,837,477,200,36,0,6,37,316,516,806,25,2011,Rhode Island,RI
976,820,604,450,156,43,0,0,85,302,720,849,25,2012,Rhode Island,RI
1073,974,865,519,211,17,0,15,109,341,711,992,25,2013,Rhode Island,RI
1209,1058,1001,540,225,34,0,18,67,305,708,856,25,2014,Rhode Island,RI
1224,1324,1029,537,142,61,0,0,24,391,537,611,25,2015,Rhode Island,RI
1045,893,685,564,227,28,0,0,38,322,597,955,25,2016,Rhode Island,RI
955,834,958,405,268,29,0,11,39,184,660,1085,25,2017,Rhode Island,RI
1159,764,859,618,137,40,0,0,37,381,720,924,25,2018,Rhode Island,RI
1116,935,905,474,271,32,0,6,75,322,747,958,25,2019,Rhode Island,RI
921,829,694,627,265,17,0,0,66,326,528,911,25,2020,Rhode Island,RI
1045,955,769,486,222,8,0,0,38,216,663,818,25,2021,Rhode Island,RI
1178,913,756,498,161,35,0,0,80,329,549,914,25,2022,Rhode Island,RI
843,860,784,429,277,61,0,12,46,261,720,784,25,2023,Rhode Island,RI
1020,874,701,516,197,11,0,9,80,322,546,970,25,2024,Rhode Island,RI
1162,977,704,453,192,10,0,20,62,329,684,1066,25,2025,Rhode Island,RI
606,420,206,197,61,2,0,0,2,125,453,613,25,1997,South Carolina,SC
545,446,401,128,8,0,0,0,0,87,258,438,25,1998,South Carolina,SC
522,445,440,67,34,0,0,0,5,132,254,573,25,1999,South Carolina,SC
